cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,condition,sample,background,hydra_test_accuracy
0.8158156094763158,0.33755274261603374,0.898876404494382,0.49079754601226994,80,4,157,9,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,C_calibrated,0,centroid,0.9888888888888889
0.7176513967435605,0.31092436974789917,0.925,0.46540880503144655,74,6,164,6,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.76,0.38,0.3392857142857143,50,C_calibrated,1,threshold,0.9888888888888889
0.8291381107695474,0.43891402714932126,0.97,0.6043613707165109,97,26,124,3,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,C_calibrated,1,centroid,0.9888888888888889
0.6940099032826575,0.2987012987012987,0.9583333333333334,0.4554455445544554,69,16,162,3,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,C_calibrated,2,threshold,0.9888888888888889
0.8355126965403334,0.4541284403669725,0.99,0.6226415094339622,99,31,119,1,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.78,0.39,0.35135135135135137,50,C_calibrated,2,centroid,0.9888888888888889
0.6474967864773165,0.40948275862068967,0.95,0.572289156626506,95,13,137,5,0.16666666666666666,0.02,0.01818181818181818,12,0.44,0.11,0.09649122807017543,25,0.48,0.24,0.19047619047619047,50,C_calibrated,3,threshold,0.9888888888888889
0.8519102117658158,0.4279475982532751,0.98,0.5957446808510639,98,19,131,2,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,3,centroid,0.9888888888888889
0.6325234955627005,0.2145922746781116,0.8620689655172413,0.34364261168384874,50,9,183,8,0.5833333333333334,0.07,0.06666666666666667,12,0.76,0.19,0.1792452830188679,25,0.66,0.33,0.28205128205128205,50,C_calibrated,4,threshold,0.9888888888888889
0.8246463790328559,0.33488372093023255,0.935064935064935,0.4931506849315068,72,30,143,5,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.96,0.48,0.47058823529411764,50,C_calibrated,4,centroid,0.9888888888888889
0.7340159599755889,0.4098360655737705,1.0,0.5813953488372093,100,6,144,0,0.9166666666666666,0.11,0.10891089108910891,12,0.72,0.18,0.16822429906542055,25,0.78,0.39,0.35135135135135137,50,C_calibrated,5,threshold,0.9888888888888889
0.8988988655819039,0.4608294930875576,1.0,0.6309148264984227,100,33,117,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,5,centroid,0.9888888888888889
0.774362896567808,0.4166666666666667,1.0,0.5882352941176471,100,10,140,0,1.0,0.12,0.12,12,0.88,0.22,0.21359223300970873,25,0.76,0.38,0.3392857142857143,50,C_calibrated,6,threshold,0.9888888888888889
0.8832251231695737,0.411522633744856,1.0,0.5830903790087464,100,7,143,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,6,centroid,0.9888888888888889
0.7245431306127239,0.3201754385964912,0.8488372093023255,0.46496815286624205,73,9,155,13,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.76,0.38,0.3392857142857143,50,C_calibrated,7,threshold,0.9888888888888889
0.8321806532009427,0.30952380952380953,0.8125,0.4482758620689655,65,25,145,15,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,C_calibrated,7,centroid,0.9888888888888889
0.14830805990694662,0.2843601895734597,0.6741573033707865,0.4,60,10,151,29,0.0,0.0,0.0,12,0.0,0.0,0.0,25,0.12,0.06,0.041666666666666664,50,C_calibrated,8,threshold,0.9888888888888889
-0.1699233887714583,0.27350427350427353,0.9552238805970149,0.42524916943521596,64,13,170,3,0.0,0.0,0.0,12,0.12,0.03,0.02459016393442623,25,0.4,0.2,0.15384615384615385,50,C_calibrated,8,centroid,0.9888888888888889
0.6711928714070284,0.39826839826839827,0.9484536082474226,0.5609756097560975,92,14,139,5,0.75,0.09,0.08737864077669903,12,0.72,0.18,0.16822429906542055,25,0.64,0.32,0.2711864406779661,50,C_calibrated,9,threshold,0.9888888888888889
0.7967007338976251,0.4098360655737705,1.0,0.5813953488372093,100,6,144,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.82,0.41,0.3761467889908257,50,C_calibrated,9,centroid,0.9888888888888889
0.7441614346053939,0.31223628691983124,0.8809523809523809,0.4610591900311527,74,3,163,10,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.94,0.47,0.4563106796116505,50,C_calibrated,10,threshold,0.9888888888888889
0.8788147946035744,0.4098360655737705,0.5,0.45045045045045046,50,78,72,50,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.98,0.49,0.48514851485148514,50,C_calibrated,10,centroid,0.9888888888888889
0.6584570711220404,0.3191489361702128,0.8928571428571429,0.4702194357366771,75,6,160,9,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,C_calibrated,11,threshold,0.9888888888888889
0.8464726247588724,0.41025641025641024,0.8,0.5423728813559321,80,35,115,20,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.98,0.49,0.48514851485148514,50,C_calibrated,11,centroid,0.9888888888888889
0.7307429502907107,0.4125,0.99,0.5823529411764706,99,9,141,1,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.78,0.39,0.35135135135135137,50,C_calibrated,12,threshold,0.9888888888888889
0.8822638412345184,0.45248868778280543,1.0,0.6230529595015577,100,29,121,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.98,0.49,0.48514851485148514,50,C_calibrated,12,centroid,0.9888888888888889
0.635733207413851,0.37280701754385964,0.9659090909090909,0.5379746835443038,85,19,143,3,1.0,0.12,0.12,12,0.88,0.22,0.21359223300970873,25,0.6,0.3,0.25,50,C_calibrated,13,threshold,0.9888888888888889
0.7241786878808174,0.3218884120171674,0.8620689655172413,0.46875,75,5,158,12,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,C_calibrated,13,centroid,0.9888888888888889
0.617529297306026,0.4069264069264069,0.94,0.5679758308157099,94,13,137,6,0.08333333333333333,0.01,0.009009009009009009,12,0.52,0.13,0.11607142857142858,25,0.56,0.28,0.22950819672131148,50,C_calibrated,14,threshold,0.9888888888888889
0.7049527045909816,0.411522633744856,1.0,0.5830903790087464,100,7,143,0,0.9166666666666666,0.11,0.10891089108910891,12,0.72,0.18,0.16822429906542055,25,0.58,0.29,0.2396694214876033,50,C_calibrated,14,centroid,0.9888888888888889
0.5153399693233467,0.2956521739130435,0.9066666666666666,0.4459016393442623,68,13,162,7,0.9166666666666666,0.11,0.10891089108910891,12,0.64,0.16,0.14678899082568808,25,0.4,0.2,0.15384615384615385,50,C_calibrated,15,threshold,0.9888888888888889
0.5708698986796199,0.28292682926829266,0.6590909090909091,0.3959044368600682,58,15,147,30,0.0,0.0,0.0,12,0.0,0.0,0.0,25,0.38,0.19,0.1450381679389313,50,C_calibrated,15,centroid,0.9888888888888889
0.4037505968079269,0.29707112970711297,0.9594594594594594,0.4536741214057508,71,8,168,3,0.75,0.09,0.08737864077669903,12,0.64,0.16,0.14678899082568808,25,0.44,0.22,0.171875,50,C_calibrated,16,threshold,0.9888888888888889
0.8053943654511994,0.42543859649122806,0.9797979797979798,0.5932721712538226,97,20,131,2,1.0,0.12,0.12,12,0.92,0.23,0.22549019607843138,25,0.84,0.42,0.3888888888888889,50,C_calibrated,16,centroid,0.9888888888888889
0.5799792519128327,0.34309623430962344,0.9534883720930233,0.5046153846153846,82,7,157,4,1.0,0.12,0.12,12,0.84,0.21,0.20192307692307693,25,0.72,0.36,0.3157894736842105,50,C_calibrated,17,threshold,0.9888888888888889
0.8313422614735664,0.546448087431694,1.0,0.7067137809187279,100,67,83,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.88,0.44,0.41509433962264153,50,C_calibrated,17,centroid,0.9888888888888889
0.7506312186081605,0.32599118942731276,0.8604651162790697,0.47284345047923315,74,11,153,12,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.82,0.41,0.3761467889908257,50,C_calibrated,18,threshold,0.9888888888888889
0.7411304867114362,0.29910714285714285,0.9054054054054054,0.4496644295302013,67,19,157,7,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.82,0.41,0.3761467889908257,50,C_calibrated,18,centroid,0.9888888888888889
0.7822891045024035,0.3881856540084388,0.92,0.5459940652818991,92,5,145,8,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,19,threshold,0.9888888888888889
0.8653905839494676,0.4336283185840708,0.98,0.6012269938650308,98,22,128,2,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,19,centroid,0.9888888888888889
0.6525367200101511,0.4107883817427386,0.99,0.5806451612903225,99,8,142,1,0.3333333333333333,0.04,0.037037037037037035,12,0.56,0.14,0.12612612612612611,25,0.54,0.27,0.21951219512195122,50,C_calibrated,20,threshold,0.9888888888888889
0.8211785544240465,0.425531914893617,1.0,0.5970149253731344,100,15,135,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,C_calibrated,20,centroid,0.9888888888888889
0.6213519498338246,0.3574468085106383,0.9032258064516129,0.5121951219512195,84,6,151,9,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.66,0.33,0.28205128205128205,50,C_calibrated,21,threshold,0.9888888888888889
0.738907759350485,0.35185185185185186,0.8735632183908046,0.5016501650165017,76,23,140,11,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.88,0.44,0.41509433962264153,50,C_calibrated,21,centroid,0.9888888888888889
0.6777826022022085,0.3459915611814346,0.9318181818181818,0.5046153846153846,82,7,155,6,0.6666666666666666,0.08,0.07692307692307693,12,0.68,0.17,0.1574074074074074,25,0.72,0.36,0.3157894736842105,50,C_calibrated,22,threshold,0.9888888888888889
0.8765379734014546,0.4647887323943662,0.99,0.6325878594249201,99,36,114,1,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,22,centroid,0.9888888888888889
0.7227983688187415,0.33490566037735847,0.71,0.45512820512820507,71,9,141,29,1.0,0.12,0.12,12,0.84,0.21,0.20192307692307693,25,0.82,0.41,0.3761467889908257,50,C_calibrated,23,threshold,0.9888888888888889
0.8746745993017155,0.4117647058823529,0.9333333333333333,0.5714285714285713,84,40,120,6,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.94,0.47,0.4563106796116505,50,C_calibrated,23,centroid,0.9888888888888889
0.7871734449177489,0.41841004184100417,1.0,0.5899705014749262,100,11,139,0,1.0,0.12,0.12,12,0.88,0.22,0.21359223300970873,25,0.78,0.39,0.35135135135135137,50,C_calibrated,24,threshold,0.9888888888888889
0.8858883465134365,0.4444444444444444,1.0,0.6153846153846153,100,25,125,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,C_calibrated,24,centroid,0.9888888888888889
0.7406372805329697,0.35267857142857145,0.797979797979798,0.4891640866873066,79,6,145,20,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.84,0.42,0.3888888888888889,50,C_calibrated,25,threshold,0.9888888888888889
0.8283553677402975,0.42,0.9333333333333333,0.5793103448275863,84,44,116,6,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.86,0.43,0.40186915887850466,50,C_calibrated,25,centroid,0.9888888888888889
0.7047187795407696,0.3177966101694915,0.8928571428571429,0.46875,75,5,161,9,0.9166666666666666,0.11,0.10891089108910891,12,0.84,0.21,0.20192307692307693,25,0.74,0.37,0.3274336283185841,50,C_calibrated,26,threshold,0.9888888888888889
0.8845466682601733,0.45454545454545453,1.0,0.625,100,30,120,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.96,0.48,0.47058823529411764,50,C_calibrated,26,centroid,0.9888888888888889
0.3759529171918308,0.2923728813559322,0.8625,0.4367088607594936,69,3,167,11,0.0,0.0,0.0,12,0.04,0.01,0.008064516129032258,25,0.22,0.11,0.07913669064748201,50,C_calibrated,27,threshold,0.9888888888888889
0.4429296557395503,0.37815126050420167,0.989010989010989,0.547112462006079,90,11,148,1,0.8333333333333334,0.1,0.09803921568627451,12,0.48,0.12,0.10619469026548672,25,0.28,0.14,0.10294117647058823,50,C_calibrated,27,centroid,0.9888888888888889
0.7981080580057188,0.3466666666666667,0.8478260869565217,0.4921135646687697,78,11,147,14,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.86,0.43,0.40186915887850466,50,C_calibrated,28,threshold,0.9888888888888889
0.8645125351934823,0.2524752475247525,0.8095238095238095,0.3849056603773585,51,36,151,12,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.96,0.48,0.47058823529411764,50,C_calibrated,28,centroid,0.9888888888888889
0.6654276939653212,0.3872340425531915,0.9191919191919192,0.5449101796407186,91,7,144,8,0.4166666666666667,0.05,0.04672897196261682,12,0.52,0.13,0.11607142857142858,25,0.68,0.34,0.29310344827586204,50,C_calibrated,29,threshold,0.9888888888888889
0.7915080281002158,0.43043478260869567,0.99,0.6,99,19,131,1,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.84,0.42,0.3888888888888889,50,C_calibrated,29,centroid,0.9888888888888889
